query	grouping_confidence	location_confidence	orientation_confidence
scaffold_10	0.5260162620890493	0.9761215096587955	0.9418075221263853
scaffold_24	0.6742795422039181	0.9703165638845067	0.8807778501264326
scaffold_22	0.999699008879238	0.9495211451675482	0.9372432740489043
scaffold_34	0.8316032826445368	1.0	1.0
scaffold_9	0.29086827910790947	0.9948327348327348	0.9973269550084922
scaffold_8	0.3228198604611156	0.9929217027847292	0.7874108905415778
scaffold_15	0.5206822717277384	1.0	1.0
scaffold_39	0.9227385071675729	1.0	1.0
scaffold_5	0.2274147190712878	0.9471600832572349	0.9359956090130352
scaffold_37	0.9787268603468917	0.5450418456301637	0.8400263088337442
scaffold_17	0.42670260886746786	0.96025434172246	0.9666300630420258
scaffold_11	0.26874068189204664	0.9090330067269856	0.8145713956635665
scaffold_12	0.2701294115792626	0.9648130757988276	0.9527929753146357
scaffold_14	0.4602176357575042	0.9970951152510036	0.9845532627096292
scaffold_6	0.20097212091091998	0.989435985723905	0.9808026922597533
scaffold_13	0.39260984299947593	0.9890968368587849	0.944138167074744
scaffold_23	0.9991855336401556	0.9768098802439031	0.9651202167287504
scaffold_18	0.6071734692000662	0.9589938904818762	1.0
scaffold_16	0.4502220680695216	0.9867008084517023	0.9593753366346653
scaffold_28	0.8018143447548143	0.9402534908700322	0.8949388605582058
scaffold_30	0.9178271868989569	0.9253859244686372	0.818323312160617
scaffold_44	1.0	1.0	1.0
scaffold_27	0.717896637327917	0.7951307303904415	0.839095767483067
scaffold_46	1.0	1.0	1.0
scaffold_26	0.7021184473086433	0.75310453447127	0.8853258975252701
scaffold_32	0.9125167999906096	0.842112959833615	0.6452556904059017
scaffold_21	0.4171699215114973	1.0	1.0
scaffold_29	0.7665097358076607	0.9695205499251311	0.9718838142602432
scaffold_36	0.6290536774672988	0.6366364902506964	0.8548145393290382
scaffold_20	0.28630033247885056	0.9536187116833366	1.0
scaffold_19	0.24080075937026996	0.7665911210023753	0.8603554813736283
scaffold_38	0.8071771759003359	0.873342891974575	0.9513362129512573
scaffold_33	0.38872912622960737	0.8479298599117252	0.6136752620337497
scaffold_40	1.0	1.0	1.0
scaffold_35	0.26537002069244275	1.0	1.0
scaffold_42	0.8552977232924693	1.0	1.0
scaffold_25	0.3795003142904622	0.9957251995222839	1.0
scaffold_31	0.3585929690103299	0.9919346476017099	0.9697297046148843
scaffold_89	1.0	1.0	1.0
scaffold_69	1.0	1.0	1.0
scaffold_52	1.0	1.0	1.0
scaffold_56	1.0	1.0	1.0
scaffold_82	1.0	1.0	1.0
scaffold_54	1.0	1.0	1.0
scaffold_84	0.5625	1.0	1.0
scaffold_45	1.0	1.0	1.0
